month,1,2,3,4,5,6,7,8,9,10,date
193,0.10318097,0.090596388,0.065345298,0.090477802,0.080009606,0.074957182,0.064003005,0.075976223,0.063438942,-0.003915776,1/1/15
194,0.079315697,0.084580946,0.064324532,0.070780058,0.072560204,0.065561725,0.071976091,0.067871604,0.075884961,0.050806227,2/1/15
195,0.252724788,0.240294644,0.23261998,0.233047932,0.239593193,0.234290554,0.223350436,0.223712961,0.197573811,0.149212039,3/1/15
196,0.260517827,0.203999493,0.193502088,0.18945201,0.15970115,0.192285679,0.160086288,0.15663969,0.147311327,0.203273816,4/1/15
197,0.389771524,0.338518607,0.282117748,0.290568495,0.267031108,0.26127534,0.245476233,0.218993411,0.182552864,0.045521756,5/1/15
198,-0.031849381,-0.043501333,-0.088442755,-0.072630329,-0.127475853,-0.106315735,-0.114751305,-0.088505831,-0.11340042,-0.079162322,6/1/15
199,-0.154632864,-0.186035024,-0.219723475,-0.211660327,-0.205891861,-0.177651366,-0.176884325,-0.144838464,-0.169993026,-0.157093741,7/1/15
200,0.006000362,-0.124920253,-0.123834603,-0.146495391,-0.14406667,-0.154059916,-0.155865566,-0.17460022,-0.163360945,-0.135322512,8/1/15
201,-0.020825593,-0.038712675,-0.049754338,-0.034577111,-0.060450956,-0.044730051,-0.070720591,-0.073579733,-0.081412447,-0.07219496,9/1/15
202,0.288821099,0.236653665,0.262510665,0.226897814,0.252602197,0.205492182,0.210771135,0.204759019,0.179158933,0.119730065,10/1/15
203,0.212540898,0.170983995,0.173784749,0.149123903,0.114934052,0.10169972,0.077708221,0.046726454,0.038462976,0.006102544,11/1/15
204,0.18463053,0.143987313,0.116999472,0.080131327,0.064083156,0.037469247,0.05494305,0.031665259,0.02670223,0.030209702,12/1/15
205,-0.293493578,-0.294168019,-0.299444752,-0.307383541,-0.301367636,-0.297738374,-0.29707928,-0.296373088,-0.292963753,-0.249379129,1/1/16
206,0.022117106,-0.001818121,-0.002745417,-0.021279046,-0.025193191,-0.011090387,-0.02658744,-0.010333849,-0.024408949,-0.027683445,2/1/16
207,0.237288138,0.207442028,0.211187479,0.18252415,0.196027284,0.190860411,0.177467601,0.169030486,0.154199923,0.12562355,3/1/16
208,0.077651545,0.036785075,0.010802721,0.000574352,-0.017637758,-0.014681215,-0.017845253,-0.033128643,-0.028728614,-0.042179368,4/1/16
209,-0.054828414,-0.04510441,-0.030435453,-0.023001051,-0.016412849,-0.019599377,-0.005347456,-0.002519199,-0.013643381,-0.004788784,5/1/16
210,0.058045876,0.062455532,0.07207337,0.064252929,0.058902293,0.059738,0.041987851,0.048403363,0.018381552,0.009546653,6/1/16
211,0.023031502,0.002232589,-0.00444464,-0.002666005,-0.003222062,-0.003559518,-0.001162453,0.004872037,0.012411523,0.030160459,7/1/16
212,0.082757916,0.065453527,0.062209237,0.058663893,0.045771,0.035330685,0.042422332,0.029189987,0.035998423,0.036059653,8/1/16
213,0.061871489,0.019527741,-0.00344195,-0.008247894,-0.010005789,-0.019835434,-0.024404825,-0.024029432,-0.027378787,-0.028410861,9/1/16
214,0.051504735,0.054098786,0.053769123,0.045490952,0.048609938,0.039853907,0.028525712,0.02660036,0.020450115,0.029806393,10/1/16
215,0.057392926,0.05342744,0.032451846,0.022749224,0.02243903,0.019549978,0.013015749,0.023312026,0.024258498,0.043309895,11/1/16
216,0.01990047,-0.026783152,-0.028680623,-0.037448802,-0.049992983,-0.055421518,-0.052201811,-0.060056892,-0.057372709,-0.059913254,12/1/16
217,-0.035571717,-0.025826757,-0.033885581,-0.030112043,-0.031261646,-0.023428345,-0.019454068,-0.023988104,-0.010178418,0.014776078,1/1/17
218,0.051383253,0.048668246,0.046628315,0.046686654,0.04357188,0.04146986,0.038535671,0.049882232,0.0361743,0.035180231,2/1/17
219,-0.042840329,-0.022805121,-0.018656811,-0.016019805,-0.023381742,-0.018410181,-0.020706792,-0.011499403,-0.011171213,-0.003015268,3/1/17
220,-0.084884052,-0.093793778,-0.089568941,-0.080969161,-0.058865494,-0.06556423,-0.056719066,-0.032998929,-0.021119829,-0.009720368,4/1/17
221,-0.098983057,-0.101181045,-0.089641046,-0.088958812,-0.0842761,-0.084867036,-0.079321508,-0.068234663,-0.065650668,-0.014010767,5/1/17
222,0.038432379,0.043246734,0.039316074,0.027658942,0.035081559,0.043763303,0.041693962,0.042234807,0.058501391,0.052987645,6/1/17
223,-0.022773435,-0.02263257,-0.004562688,0.003260082,0.011736836,-0.000798392,0.02234753,0.008061368,0.020045423,0.027096455,7/1/17
224,0.071807218,0.042931502,0.040479587,0.030313163,0.027201988,0.027236996,0.028366605,0.028787317,0.030295457,0.02238477,8/1/17
225,0.004756,0.014436778,0.009460267,0.009334204,0.003130702,0.021820528,0.012828599,0.015441461,0.002757866,0.001259711,9/1/17
226,-0.007967527,-0.023540862,-0.019363673,-0.019385791,-0.019385086,-0.025575449,-0.02509669,-0.014987055,-0.002616371,0.02057168,10/1/17
227,-0.077091552,-0.09244421,-0.092653996,-0.079317535,-0.080658418,-0.054950896,-0.058075297,-0.052292081,-0.036712525,-0.025138969,11/1/17
228,-0.01669747,-0.029881847,-0.026531077,-0.019826012,-0.035275349,-0.012581663,-0.015457291,-0.008435715,-0.003157946,0.001274424,12/1/17
229,-0.045011362,-0.043699531,-0.042023693,-0.033887267,-0.035118309,-0.023759738,-0.022004209,-0.017590984,-0.003978087,0.031041734,1/1/18
230,-0.074059775,-0.077403753,-0.075111695,-0.062973608,-0.071532357,-0.041251564,-0.044136184,-0.037791626,-0.029531659,-0.046094966,2/1/18
231,0.105881668,0.066338955,0.062950498,0.04345,0.036087558,0.029591272,0.018961858,0.014026232,-0.002704321,-0.022676939,3/1/18
232,-0.050217155,-0.048619573,-0.049424915,-0.056781271,-0.045242555,-0.04483555,-0.046656155,-0.035432662,-0.035830564,-0.032762722,4/1/18
233,0.00659595,0.011110802,-0.007222509,-0.021686045,-0.008636663,-0.010984364,-0.021622149,-0.009385487,0.006305386,0.007687284,5/1/18
234,-0.122726723,-0.110992697,-0.120875404,-0.125052548,-0.125195762,-0.116462699,-0.121583057,-0.106262652,-0.088594246,-0.084227326,6/1/18
235,0.038454645,0.022916823,0.002327511,0.000244274,0.001753379,0.004545648,-0.021995877,0.001249452,-0.003141295,-7.98E-05,7/1/18
236,-0.078637982,-0.083648822,-0.077815597,-0.078160826,-0.079094188,-0.090720694,-0.092367716,-0.089631625,-0.077471815,-0.065301077,8/1/18
237,0.004861956,-0.00460923,-0.008097342,-0.015309476,-0.013361293,-0.006966651,-0.010420469,-0.016937859,0.000454777,0.020605185,9/1/18
238,-0.044633254,-0.080472229,-0.09301996,-0.095957585,-0.104655378,-0.111991834,-0.116453694,-0.109815194,-0.086245243,-0.094253604,10/1/18
239,0.095611903,0.075509205,0.083595289,0.065317299,0.061493751,0.059721518,0.059443149,0.0292809,0.018974989,0.003176698,11/1/18
240,-0.022415621,-0.041421281,-0.04370772,-0.041275566,-0.049647953,-0.051525826,-0.048792996,-0.040042505,-0.042812915,-0.042945894,12/1/18
